time,x,y,z,ox,oy,oz,ow
397000000,4.0,0.4046861201676617,0.0,0.0,0.0,0.5275525769418681,0.8495223826138981
397000000,4.0,0.4046861201676617,0.0,0.0,0.0,0.5275525769418681,0.8495223826138981
