time,x,y,z,ox,oy,oz,ow
397000000,-0.2499992586672306,0.05000074580311775,0.0,0.0,0.0,-0.04906748791259565,0.9987954653631279
397000000,-0.09348767047528331,0.06566183100945051,0.0,0.0,0.0,0.14826993922561868,0.9889469273535518
397000000,0.04488480974230441,0.1404562395346805,0.0,0.0,0.0,0.3398190482220002,0.9404908369917774
397000000,0.14372134542274312,0.26281834985848573,0.0,0.0,0.0,0.5181019430954324,0.8553188741988202
397000000,0.21400660747053135,0.4046861201676617,0.0,0.0,0.0,0.5275525769418681,0.8495223826138981
397000000,0.2842040568657599,0.5465981382409961,0.0,0.0,0.0,0.5275525769418681,0.8495223826138981
397000000,0.3585572410500246,0.6861811349188746,0.0,0.0,0.0,0.46046936335556465,0.8876755969445825
397000000,0.4460252801125674,0.8103349969121515,0.0,0.0,0.0,0.47337698080888774,0.8808599400814309
397000000,0.5304313993038766,0.9378947946698647,0.0,0.0,0.0,0.48457294964809133,0.8747508539403367
397000000,0.6119776373716219,1.068239043797277,0.0,0.0,0.0,0.4945768191632234,0.869133919454527
397000000,0.6907873106653603,1.200883677469664,0.0,0.0,0.0,0.5037711335798043,0.8638371634583215
397000000,0.7669210633957446,1.3354475628519475,0.0,0.0,0.0,0.5126665030819114,0.858587826968077
397000000,0.8403148955408813,1.4716590964204284,0.0,0.0,0.0,0.5219670983529282,0.8529656196102071
397000000,0.9107008011292402,1.6093746059204759,0.0,0.0,0.0,0.5324861840689239,0.8464386946351851
397000000,0.9775574832580299,1.7485857815584953,0.0,0.0,0.0,0.5449611214592736,0.8384613146101917
397000000,1.0401240984421878,1.8894037257722274,0.0,0.0,0.0,0.5597891895348968,0.8286350603733005
397000000,1.097503353770393,2.032012797963637,0.0,0.0,0.0,0.5767345389043856,0.8169316199258942
397000000,1.1488658285045896,2.1765937643299784,0.0,0.0,0.0,0.594760149871172,0.8039032056940817
397000000,1.1937223871903144,2.323231222747765,0.0,0.0,0.0,0.6122305862175462,0.7906792708170107
397000000,1.2321512896710678,2.4718453977677437,0.0,0.0,0.0,0.6275675328832103,0.778562130899571
397000000,1.2648184869886014,2.622197267832343,0.0,0.0,0.0,0.639826528557332,0.7685193643326585
397000000,1.2927861324854824,2.773950956818575,0.0,0.0,0.0,0.648760612130939,0.7609925545939915
397000000,1.3172693952266448,2.9267443631850503,0.0,0.0,0.0,0.6545842442919776,0.7559890654795879
397000000,1.3394531866630044,3.080238773675099,0.0,0.0,0.0,0.6577141420937754,0.7532676199664028
397000000,1.3603943533919887,3.2341426117884016,0.0,0.0,0.0,0.6586135976315297,0.7524813147280492
397000000,1.380983929144385,3.388217309732571,0.0,0.0,0.0,0.6577533136550219,0.7532334155995991
397000000,1.401929856810388,3.542276075756731,0.0,0.0,0.0,0.6556500326327069,0.755064920856962
397000000,1.4237302170657402,3.6961834216700704,0.0,0.0,0.0,0.6529107498389778,0.7574348504952118
397000000,1.446634243619461,3.8498569098842004,0.0,0.0,0.0,0.6501738536253465,0.7597854697623313
397000000,1.470631219250412,4.003263432569418,0.0,0.0,0.0,0.6478453560839885,0.7617718783208068
397000000,1.4955463242769305,4.156394377678892,0.0,0.0,0.0,0.6457238663284116,0.7635710107474534
397000000,1.521283916495888,4.3092119320119595,0.0,0.0,0.0,0.6430759581390071,0.7658023975305889
397000000,1.5480363905702703,4.461603631041222,0.0,0.0,0.0,0.6391909048219168,0.769048104602657
397000000,1.5762686967071309,4.613384850956197,0.0,0.0,0.0,0.6338870711546619,0.77342561440837
397000000,1.6065025474537769,4.764347364479432,0.0,0.0,0.0,0.627844304934181,0.7783389549301224
397000000,1.6389802394486601,4.914341022178207,0.0,0.0,0.0,0.6227004848315703,0.7824602904879757
397000000,1.6733113766429266,5.063368432183221,0.0,0.0,0.0,0.6207036877358715,0.7840452359596923
397000000,1.7082685758019696,5.211653252297827,0.0,0.0,0.0,0.6237541944254321,0.7816205632765045
397000000,1.7419371032571385,5.359626022727416,0.0,0.0,0.0,0.6323222118327211,0.7747055056103419
397000000,1.7722382331445998,5.507810328774462,0.0,0.0,0.0,0.6449442335142402,0.7642296354216639
397000000,1.7976221369574192,5.6566718896958035,0.0,0.0,0.0,0.6586225974510858,0.7524734374891814
397000000,1.8176414519473734,5.806506545315318,0.0,0.0,0.0,0.670165550203814,0.7422116512963262
397000000,1.833078115748405,5.957421447456587,0.0,0.0,0.0,0.6776915879523632,0.7353462528758846
397000000,1.8454991625947266,6.109379573516159,0.0,0.0,0.0,0.6811378857124836,0.7321551615929015
397000000,1.8565502108536667,6.262249532388179,0.0,0.0,0.0,0.6815999206141836,0.7317250496045209
397000000,1.8674595844531439,6.415856080294806,0.0,0.0,0.0,0.6803999570651741,0.7328409775836155
397000000,1.8789165059875297,6.570020663949478,0.0,0.0,0.0,0.6785773815186142,0.7345289220250902
397000000,1.8911756826015134,6.724586211150295,0.0,0.0,0.0,0.6767685981450572,0.736195805859266
397000000,1.904223551734381,6.879427429689395,0.0,0.0,0.0,0.6752802739105614,0.7375612189284881
397000000,1.9179176994733584,7.03445127555609,0.0,0.0,0.0,0.6742130828916427,0.7385368771143029
397000000,1.9320744772119103,7.189592356493675,0.0,0.0,0.0,0.6735687494650139,0.7391245766067702
397000000,1.9465109617687095,7.344806689980389,0.0,0.0,0.0,0.6733220349254386,0.7393493337278843
397000000,1.9610561412279006,7.500065738046993,0.0,0.0,0.0,0.6734609859692299,0.7392227677617571
397000000,1.9755449431103334,7.655351530814262,0.0,0.0,0.0,0.6740035981303888,0.7387280620819067
397000000,1.9898051885331283,7.810653036766129,0.0,0.0,0.0,0.6749960669027113,0.7378213263832041
397000000,2.003645279986434,7.965963629831384,0.0,0.0,0.0,0.6764926037950479,0.7364494259693576
397000000,2.0168504057440684,8.121279404663733,0.0,0.0,0.0,0.6785131442267637,0.7345882609404475
397000000,2.029196653733149,8.276598097327334,0.0,0.0,0.0,0.6809774414238768,0.7323043931807253
397000000,2.040493264310991,8.431918414489935,0.0,0.0,0.0,0.6836281012541909,0.7298305414105316
397000000,2.050658251954195,8.587239626862955,0.0,0.0,0.0,0.6859862400825211,0.7276145122366966
397000000,2.059814141369427,8.742561327978859,0.0,0.0,0.0,0.6874235835333669,0.7262567154953847
397000000,2.0683538276824387,8.89788329365519,0.0,0.0,0.0,0.6874341473688488,0.7262467163652196
397000000,2.0768889896192486,9.053205401404751,0.0,0.0,0.0,0.6860213314161866,0.7275814269495633
397000000,2.0860298734200815,9.208527584855855,0.0,0.0,0.0,0.6836987509788975,0.7297643577963338
397000000,2.0961647261594534,9.363849808278925,0.0,0.0,0.0,0.6811049022725245,0.7321858453291316
397000000,2.10740711879277,9.519172052484917,0.0,0.0,0.0,0.678733472621336,0.7343846901613501
397000000,2.1196598796405164,9.6744943070548,0.0,0.0,0.0,0.6768634464847775,0.7361086025939032
397000000,2.1327079763637844,9.829816566017238,0.0,0.0,0.0,0.6756055130666772,0.737263311655959
397000000,2.1462904150460522,9.985138825315328,0.0,0.0,0.0,0.6749799581888359,0.7378360631220172
397000000,2.160138381847289,10.140461081059588,0.0,0.0,0.0,0.6749803043315669,0.7378357464669663
397000000,2.173986200959476,10.29578332786169,0.0,0.0,0.0,0.6756066954995427,0.73726222810896
397000000,2.187568134941875,10.451105556580849,0.0,0.0,0.0,0.676865952442489,0.7361062983184712
397000000,2.200615161209483,10.606427750608265,0.0,0.0,0.0,0.678738317005477,0.7343802128520162
